"IDVEHICULO","PLACAVEHICULO","MODELO","CAPPASAJEROS","CAPPASAJEROSPIE","CAPPASAJEROSSENTADOS","IDEMPRESA","NOMBRES","IDENTIDADOPERA"
210,"TRN549",2016,22,4,18,2,"HATOVIEJO",1
211,"TRN561",2016,22,4,18,2,"HATOVIEJO",1
212,"TRN677",2015,22,4,18,2,"HATOVIEJO",1
213,"TRN987",2017,23,5,18,2,"HATOVIEJO",1
219,"WPS957",2017,23,5,18,2,"HATOVIEJO",1
220,"WPT004",2017,23,5,18,2,"HATOVIEJO",1
221,"WPT005",2017,23,5,18,2,"HATOVIEJO",1
222,"WPT053",2017,22,4,18,2,"HATOVIEJO",1
223,"WPT096",2017,23,5,18,2,"HATOVIEJO",1
224,"WPT147",2017,23,5,18,2,"HATOVIEJO",1
228,"XVP922",2007,30,9,21,2,"HATOVIEJO",1
1305,"SKR529",2009,19,0,19,7,"TEMSA",1
1306,"SKR607",2009,19,0,19,7,"TEMSA",1
1307,"SLP208",2005,19,0,19,7,"TEMSA",1
1309,"SME001",2009,50,20,30,7,"TEMSA",1
1311,"SME019",2009,50,20,30,7,"TEMSA",1
1319,"SME137",2011,50,20,30,7,"TEMSA",1
1322,"SNO434",2008,50,20,30,7,"TEMSA",1
1326,"STB079",2011,51,20,31,7,"TEMSA",1
1327,"SWX021",2011,19,0,19,7,"TEMSA",1
1328,"SWX029",2011,19,0,19,7,"TEMSA",1
1344,"TKI900",2009,19,0,19,7,"TEMSA",1
1345,"TMI709",2005,19,0,19,7,"TEMSA",1
1346,"TRF730",2011,31,12,19,7,"TEMSA",1
1347,"TRH297",2011,31,12,19,7,"TEMSA",1
1348,"TRH298",2011,31,12,19,7,"TEMSA",1
1349,"TRH600",2011,31,12,19,7,"TEMSA",1
1350,"TRH643",2011,31,12,19,7,"TEMSA",1
1351,"TRH763",2011,31,12,19,7,"TEMSA",1
1352,"TRH764",2011,31,12,19,7,"TEMSA",1
253,"STB294",2012,55,22,33,5,"BARBOSA PORCESITO",1
254,"SXG913",2012,37,15,22,5,"BARBOSA PORCESITO",1
255,"SXG914",2012,37,15,22,5,"BARBOSA PORCESITO",1
257,"SXG922",2012,54,22,32,5,"BARBOSA PORCESITO",1
258,"SXG941",2012,68,27,41,5,"BARBOSA PORCESITO",1
259,"SXG946",2012,37,15,22,5,"BARBOSA PORCESITO",1
260,"SXG952",2012,54,22,32,5,"BARBOSA PORCESITO",1
261,"SXG974",2012,56,22,34,5,"BARBOSA PORCESITO",1
262,"TGA167",2006,50,20,30,5,"BARBOSA PORCESITO",1
263,"TGA344",2007,52,21,31,5,"BARBOSA PORCESITO",1
265,"TGA518",2011,55,22,33,5,"BARBOSA PORCESITO",1
267,"TPV796",2006,49,20,29,5,"BARBOSA PORCESITO",1
268,"TPV995",2007,59,24,35,5,"BARBOSA PORCESITO",1
269,"TRG471",2010,47,19,28,5,"BARBOSA PORCESITO",1
271,"TRG479",2010,47,19,28,5,"BARBOSA PORCESITO",1
272,"TTM019",2013,37,15,22,5,"BARBOSA PORCESITO",1
273,"WDZ804",2014,40,16,24,5,"BARBOSA PORCESITO",1
274,"WDZ809",2014,41,16,25,5,"BARBOSA PORCESITO",1
275,"WDZ810",2015,40,16,24,5,"BARBOSA PORCESITO",1
276,"WDZ811",2015,41,16,25,5,"BARBOSA PORCESITO",1
277,"WDZ812",2015,41,16,25,5,"BARBOSA PORCESITO",1
278,"WDZ814",2015,41,16,25,5,"BARBOSA PORCESITO",1
279,"WDZ815",2015,41,16,25,5,"BARBOSA PORCESITO",1
280,"WDZ845",2015,41,16,25,5,"BARBOSA PORCESITO",1
281,"WDZ846",2016,54,22,32,5,"BARBOSA PORCESITO",1
282,"WDZ847",2015,41,16,25,5,"BARBOSA PORCESITO",1
283,"WDZ848",2016,54,22,32,5,"BARBOSA PORCESITO",1
284,"WDZ863",2017,50,20,30,5,"BARBOSA PORCESITO",1
285,"WDZ913",2018,50,20,30,5,"BARBOSA PORCESITO",1
286,"WDZ914",2018,50,20,30,5,"BARBOSA PORCESITO",1
287,"WDZ915",2018,50,20,30,5,"BARBOSA PORCESITO",1
293,"TRD815",2003,41,16,25,1,"BELLANITA",1
334,"TRE038",2004,49,20,29,1,"BELLANITA",1
335,"TRE039",2004,50,20,30,1,"BELLANITA",1
337,"TRE042",2004,49,20,29,1,"BELLANITA",1
347,"TRE177",2005,49,20,29,1,"BELLANITA",1
363,"TRE227",2005,49,20,29,1,"BELLANITA",1
399,"TRE683",2007,50,20,30,1,"BELLANITA",1
400,"TRE718",2007,50,20,30,1,"BELLANITA",1
401,"TRE720",2007,50,20,30,1,"BELLANITA",1
407,"TRE891",2007,50,20,30,1,"BELLANITA",1
425,"TRF127",2008,49,20,29,1,"BELLANITA",1
432,"TRF368",2008,49,20,29,1,"BELLANITA",1
435,"TRF546",2008,41,16,25,1,"BELLANITA",1
436,"TRF547",2008,41,16,25,1,"BELLANITA",1
468,"TRM138",2014,39,16,23,1,"BELLANITA",1
471,"TRM146",2015,39,16,23,1,"BELLANITA",1
472,"TRM166",2015,39,16,23,1,"BELLANITA",1
474,"TRM222",2015,39,16,23,1,"BELLANITA",1
476,"TRM228",2015,39,16,23,1,"BELLANITA",1
477,"TRM229",2015,39,16,23,1,"BELLANITA",1
479,"TRM251",2015,39,16,23,1,"BELLANITA",1
480,"TRM302",2015,39,16,23,1,"BELLANITA",1
483,"TRM329",2015,39,16,23,1,"BELLANITA",1
485,"TRM333",2015,39,16,23,1,"BELLANITA",1
486,"TRM334",2015,39,16,23,1,"BELLANITA",1
487,"TRM335",2015,39,16,23,1,"BELLANITA",1
488,"TRM342",2015,39,16,23,1,"BELLANITA",1
489,"TRM349",2015,39,16,23,1,"BELLANITA",1
490,"TRM350",2015,39,16,23,1,"BELLANITA",1
491,"TRM351",2015,39,16,23,1,"BELLANITA",1
493,"TRM385",2015,39,16,23,1,"BELLANITA",1
494,"TRM386",2015,39,16,23,1,"BELLANITA",1
495,"TRM387",2015,39,16,23,1,"BELLANITA",1
500,"TRM411",2015,39,16,23,1,"BELLANITA",1
501,"TRM415",2015,39,16,23,1,"BELLANITA",1
502,"TRM425",2015,39,16,23,1,"BELLANITA",1
503,"TRM426",2015,39,16,23,1,"BELLANITA",1
504,"TRM451",2015,39,16,23,1,"BELLANITA",1
505,"TRM452",2015,39,16,23,1,"BELLANITA",1
506,"TRM456",2015,39,16,23,1,"BELLANITA",1
508,"TRM460",2015,39,16,23,1,"BELLANITA",1
512,"TRM554",2015,39,16,23,1,"BELLANITA",1
514,"TRM568",2015,39,16,23,1,"BELLANITA",1
516,"TRM803",2015,39,16,23,1,"BELLANITA",1
517,"TRM804",2015,39,16,23,1,"BELLANITA",1
519,"TRM828",2015,39,16,23,1,"BELLANITA",1
520,"TRM829",2016,45,18,27,1,"BELLANITA",1
521,"TRM835",2015,39,16,23,1,"BELLANITA",1
522,"TRM880",2015,39,16,23,1,"BELLANITA",1
523,"TRM883",2015,39,16,23,1,"BELLANITA",1
524,"TRM884",2015,39,16,23,1,"BELLANITA",1
526,"TRM902",2015,39,16,23,1,"BELLANITA",1
527,"TRM903",2015,39,16,23,1,"BELLANITA",1
528,"TRM904",2015,39,16,23,1,"BELLANITA",1
529,"TRM905",2015,39,16,23,1,"BELLANITA",1
530,"TRM918",2015,39,16,23,1,"BELLANITA",1
531,"TRM925",2015,39,16,23,1,"BELLANITA",1
532,"TRM931",2015,39,16,23,1,"BELLANITA",1
533,"TRM932",2015,39,16,23,1,"BELLANITA",1
537,"TRM951",2015,39,16,23,1,"BELLANITA",1
538,"TRM953",2015,39,16,23,1,"BELLANITA",1
539,"TRM972",2015,39,16,23,1,"BELLANITA",1
540,"TRM973",2015,39,16,23,1,"BELLANITA",1
542,"TRN175",2015,39,16,23,1,"BELLANITA",1
543,"TRN191",2015,39,16,23,1,"BELLANITA",1
547,"TRN261",2015,39,16,23,1,"BELLANITA",1
548,"TRN321",2015,39,16,23,1,"BELLANITA",1
549,"TRN327",2015,39,16,23,1,"BELLANITA",1
550,"TRN334",2015,39,16,23,1,"BELLANITA",1
552,"TRN472",2016,39,16,23,1,"BELLANITA",1
553,"TRN473",2016,45,18,27,1,"BELLANITA",1
556,"TRN513",2015,45,18,27,1,"BELLANITA",1
557,"TRN514",2015,45,18,27,1,"BELLANITA",1
558,"TRN546",2015,39,16,23,1,"BELLANITA",1
559,"TRN576",2016,45,18,27,1,"BELLANITA",1
560,"TRN608",2016,45,18,27,1,"BELLANITA",1
561,"TRN609",2016,45,18,27,1,"BELLANITA",1
562,"TRN610",2016,45,18,27,1,"BELLANITA",1
563,"TRN627",2016,45,18,27,1,"BELLANITA",1
564,"TRN630",2016,45,18,27,1,"BELLANITA",1
565,"TRN631",2016,45,18,27,1,"BELLANITA",1
566,"TRN634",2016,45,18,27,1,"BELLANITA",1
568,"TRN688",2016,45,18,27,1,"BELLANITA",1
569,"TRN689",2016,45,18,27,1,"BELLANITA",1
570,"TRN696",2016,45,18,27,1,"BELLANITA",1
571,"TRN701",2016,45,18,27,1,"BELLANITA",1
573,"TRN752",2016,45,18,27,1,"BELLANITA",1
574,"TRN760",2016,45,18,27,1,"BELLANITA",1
575,"TRN764",2016,45,18,27,1,"BELLANITA",1
576,"TRN765",2016,45,18,27,1,"BELLANITA",1
577,"TRN766",2016,45,18,27,1,"BELLANITA",1
579,"TRN783",2016,45,18,27,1,"BELLANITA",1
580,"TRN785",2016,45,18,27,1,"BELLANITA",1
581,"TRN788",2016,45,18,27,1,"BELLANITA",1
582,"TRN789",2016,45,18,27,1,"BELLANITA",1
583,"TRN790",2016,45,18,27,1,"BELLANITA",1
585,"TRN798",2016,45,18,27,1,"BELLANITA",1
586,"TRN808",2016,45,18,27,1,"BELLANITA",1
587,"TRN809",2016,45,18,27,1,"BELLANITA",1
588,"TRN810",2016,45,18,27,1,"BELLANITA",1
589,"TRN829",2016,45,18,27,1,"BELLANITA",1
590,"TRN845",2016,45,18,27,1,"BELLANITA",1
591,"TRN846",2016,45,18,27,1,"BELLANITA",1
592,"TRN853",2016,45,18,27,1,"BELLANITA",1
593,"TRN855",2016,45,18,27,1,"BELLANITA",1
594,"TRN865",2016,39,16,23,1,"BELLANITA",1
595,"TRN867",2016,45,18,27,1,"BELLANITA",1
596,"TRN870",2016,45,18,27,1,"BELLANITA",1
597,"TRN871",2016,45,18,27,1,"BELLANITA",1
598,"TRN872",2016,45,18,27,1,"BELLANITA",1
599,"TRN881",2016,45,18,27,1,"BELLANITA",1
600,"TRN882",2016,45,18,27,1,"BELLANITA",1
601,"TRN883",2016,45,18,27,1,"BELLANITA",1
602,"TRN888",2016,45,18,27,1,"BELLANITA",1
603,"TRN921",2016,45,18,27,1,"BELLANITA",1
604,"TRN930",2016,45,18,27,1,"BELLANITA",1
605,"TRN932",2016,45,18,27,1,"BELLANITA",1
606,"TRN937",2016,45,18,27,1,"BELLANITA",1
607,"TRN941",2016,45,18,27,1,"BELLANITA",1
608,"TRN942",2016,45,18,27,1,"BELLANITA",1
609,"TRN946",2016,45,18,27,1,"BELLANITA",1
610,"TRN964",2016,45,18,27,1,"BELLANITA",1
611,"TRN971",2016,45,18,27,1,"BELLANITA",1
612,"TRN976",2016,45,18,27,1,"BELLANITA",1
613,"TRN989",2016,45,18,27,1,"BELLANITA",1
614,"TRN990",2016,45,18,27,1,"BELLANITA",1
615,"TRN998",2016,45,18,27,1,"BELLANITA",1
616,"WPS946",2017,45,18,27,1,"BELLANITA",1
617,"WPT014",2017,45,18,27,1,"BELLANITA",1
618,"WPT037",2017,45,18,27,1,"BELLANITA",1
619,"WPT057",2017,45,18,27,1,"BELLANITA",1
620,"WPT061",2017,45,18,27,1,"BELLANITA",1
621,"WPT088",2017,45,18,27,1,"BELLANITA",1
622,"WPT109",2017,45,18,27,1,"BELLANITA",1
623,"WPT110",2017,45,18,27,1,"BELLANITA",1
624,"SMT799",2011,46,18,28,3,"COONATRA",1
625,"SMT850",2011,46,18,28,3,"COONATRA",1
626,"SMU058",2010,42,17,25,3,"COONATRA",1
628,"SMU264",2011,46,18,28,3,"COONATRA",1
629,"SMU421",2011,19,0,19,3,"COONATRA",1
630,"SMU441",2011,19,0,19,3,"COONATRA",1
631,"SMV533",2011,19,0,19,3,"COONATRA",1
632,"SMV789",2011,55,22,33,3,"COONATRA",1
633,"SMV816",2011,55,22,33,3,"COONATRA",1
634,"STV940",2012,51,20,31,3,"COONATRA",1
635,"STW963",2013,51,20,31,3,"COONATRA",1
637,"TPN321",2003,29,9,20,3,"COONATRA",1
638,"TPP551",2004,19,0,19,3,"COONATRA",1
639,"TPP870",2004,41,16,25,3,"COONATRA",1
642,"TPS833",2006,40,16,24,3,"COONATRA",1
643,"TPS859",2006,40,16,24,3,"COONATRA",1
645,"TPT441",2006,46,18,28,3,"COONATRA",1
646,"TPT993",2006,19,0,19,3,"COONATRA",1
647,"TPU666",2006,46,18,28,3,"COONATRA",1
648,"TPV068",2006,40,16,24,3,"COONATRA",1
650,"TPV594",2006,50,20,30,3,"COONATRA",1
651,"TPW073",2007,50,20,30,3,"COONATRA",1
652,"TPW205",2006,40,16,24,3,"COONATRA",1
653,"TPX116",2007,19,0,19,3,"COONATRA",1
655,"TPY467",2007,50,20,30,3,"COONATRA",1
657,"TPZ460",2007,19,0,19,3,"COONATRA",1
658,"TPZ615",2008,40,16,24,3,"COONATRA",1
659,"TSE016",2008,19,0,19,3,"COONATRA",1
660,"TSE155",2008,46,18,28,3,"COONATRA",1
661,"TSE239",2008,46,18,28,3,"COONATRA",1
662,"TSF068",2008,50,20,30,3,"COONATRA",1
665,"TSF601",2008,55,22,33,3,"COONATRA",1
666,"TSF980",2008,49,20,29,3,"COONATRA",1
667,"TSG437",2008,61,24,37,3,"COONATRA",1
668,"TSG445",2008,19,0,19,3,"COONATRA",1
669,"TSG470",2009,49,20,29,3,"COONATRA",1
670,"TSG636",2007,19,0,19,3,"COONATRA",1
671,"TSG775",2009,49,20,29,3,"COONATRA",1
673,"TSH259",2009,61,24,37,3,"COONATRA",1
677,"TSI128",2009,55,22,33,3,"COONATRA",1
678,"TSI167",2009,47,19,28,3,"COONATRA",1
680,"TSI321",2009,46,18,28,3,"COONATRA",1
681,"TSI329",2009,46,18,28,3,"COONATRA",1
682,"TSI349",2009,19,0,19,3,"COONATRA",1
683,"TSI365",2009,55,22,33,3,"COONATRA",1
684,"TSI438",2009,55,22,33,3,"COONATRA",1
685,"TSI457",2009,46,18,28,3,"COONATRA",1
686,"TSI492",2009,55,22,33,3,"COONATRA",1
688,"TSI713",2009,46,18,28,3,"COONATRA",1
689,"TSI864",2009,46,18,28,3,"COONATRA",1
690,"TSI988",2009,19,0,19,3,"COONATRA",1
692,"TSI995",2009,49,20,29,3,"COONATRA",1
693,"TSJ046",2009,19,0,19,3,"COONATRA",1
694,"TSJ142",2010,41,16,25,3,"COONATRA",1
695,"TSJ257",2009,19,0,19,3,"COONATRA",1
697,"TSJ388",2009,19,0,19,3,"COONATRA",1
698,"TSJ452",2010,46,18,28,3,"COONATRA",1
699,"TSJ577",2010,46,18,28,3,"COONATRA",1
700,"TSJ759",2010,46,18,28,3,"COONATRA",1
701,"TSJ949",2010,50,20,30,3,"COONATRA",1
702,"TSK124",2010,46,18,28,3,"COONATRA",1
703,"TSK215",2010,55,22,33,3,"COONATRA",1
704,"TSK230",2010,50,20,30,3,"COONATRA",1
705,"TSK628",2010,19,0,19,3,"COONATRA",1
707,"TSY787",2013,55,22,33,3,"COONATRA",1
708,"TSZ022",2012,19,0,19,3,"COONATRA",1
710,"TSZ442",2013,47,19,28,3,"COONATRA",1
711,"TSZ773",2013,62,25,37,3,"COONATRA",1
712,"TSZ873",2013,62,25,37,3,"COONATRA",1
713,"TTM032",2013,62,25,37,3,"COONATRA",1
714,"TTM383",2013,19,0,19,3,"COONATRA",1
715,"TTM581",2014,50,20,30,3,"COONATRA",1
716,"TTM715",2015,53,21,32,3,"COONATRA",1
717,"TTM832",2014,19,0,19,3,"COONATRA",1
718,"TTM933",2014,19,0,19,3,"COONATRA",1
719,"WDW912",2014,19,0,19,3,"COONATRA",1
720,"WDW930",2014,66,26,40,3,"COONATRA",1
721,"WDX012",2014,19,0,19,3,"COONATRA",1
722,"WDX225",2014,66,26,40,3,"COONATRA",1
723,"WDX299",2014,19,0,19,3,"COONATRA",1
724,"WDX475",2014,66,26,40,3,"COONATRA",1
725,"WDX740",2014,50,20,30,3,"COONATRA",1
726,"WDX759",2015,19,0,19,3,"COONATRA",1
727,"WDY278",2015,19,0,19,3,"COONATRA",1
728,"WDY503",2015,19,0,19,3,"COONATRA",1
729,"WDY507",2015,19,0,19,3,"COONATRA",1
731,"WDY691",2015,19,0,19,3,"COONATRA",1
732,"WDY700",2015,49,20,29,3,"COONATRA",1
733,"WDY702",2015,49,20,29,3,"COONATRA",1
734,"WDY704",2015,19,0,19,3,"COONATRA",1
735,"WDY800",2015,19,0,19,3,"COONATRA",1
736,"WDY830",2015,49,20,29,3,"COONATRA",1
737,"WDY885",2015,19,0,19,3,"COONATRA",1
738,"WDY932",2015,56,22,34,3,"COONATRA",1
739,"WDZ010",2015,49,20,29,3,"COONATRA",1
740,"WDZ026",2015,49,20,29,3,"COONATRA",1
741,"WDZ063",2015,44,18,26,3,"COONATRA",1
742,"WDZ277",2015,39,16,23,3,"COONATRA",1
743,"WDZ441",2015,39,16,23,3,"COONATRA",1
744,"WDZ763",2015,49,20,29,3,"COONATRA",1
745,"WMO577",2016,19,0,19,3,"COONATRA",1
746,"WMO695",2015,39,16,23,3,"COONATRA",1
747,"WMO710",2016,19,0,19,3,"COONATRA",1
748,"WMP192",2016,19,0,19,3,"COONATRA",1
749,"WMP966",2017,45,18,27,3,"COONATRA",1
750,"WMQ105",2017,19,0,19,3,"COONATRA",1
751,"WMQ114",2017,45,18,27,3,"COONATRA",1
752,"STC215",2016,19,0,19,10,"COOTRASANA",1
753,"STC253",2016,19,0,19,10,"COOTRASANA",1
754,"STC343",2016,19,0,19,10,"COOTRASANA",1
756,"SMU361",2011,36,14,22,10,"COOTRASANA",1
758,"SMV357",2011,36,14,22,10,"COOTRASANA",1
760,"STV429",2012,37,15,22,10,"COOTRASANA",1
765,"TPT412",2006,32,13,19,10,"COOTRASANA",1
766,"TPU768",2006,50,20,30,10,"COOTRASANA",1
3755,"SMU930",2010,42,12,30,3,"COONATRA",2
3756,"SMV134",2011,46,15,31,3,"COONATRA",2
3757,"SMV318",2011,50,19,31,3,"COONATRA",2
3758,"SMV386",2010,48,16,32,3,"COONATRA",2
3759,"SMV495",2010,42,12,30,3,"COONATRA",2
3760,"SMV530",2011,48,14,34,3,"COONATRA",2
3761,"SMV601",2011,80,36,44,3,"COONATRA",2
3762,"SMV602",2011,80,36,44,3,"COONATRA",2
3763,"SMV734",2011,50,19,31,3,"COONATRA",2
3764,"SMV771",2011,51,15,36,3,"COONATRA",2
3765,"SMV817",2011,47,15,32,3,"COONATRA",2
3766,"SMV829",2011,50,19,31,3,"COONATRA",2
3767,"SMV834",2011,51,15,36,3,"COONATRA",2
3768,"SMV857",2011,50,19,31,3,"COONATRA",2
3769,"SMV864",2010,64,27,37,3,"COONATRA",2
3770,"STV596",2012,51,14,37,3,"COONATRA",2
3771,"STV625",2012,51,18,33,3,"COONATRA",2
3772,"STV870",2012,51,18,33,3,"COONATRA",2
3773,"STV882",2012,51,18,33,3,"COONATRA",2
3774,"STV917",2012,51,18,33,3,"COONATRA",2
3775,"STV963",2012,56,20,36,3,"COONATRA",2
3776,"STV985",2012,51,14,37,3,"COONATRA",2
3777,"STW033",2012,51,14,37,3,"COONATRA",2
3778,"STW042",2012,51,14,37,3,"COONATRA",2
3779,"STW058",2012,56,20,36,3,"COONATRA",2
3780,"STW635",2013,51,18,33,3,"COONATRA",2
3782,"STW980",2012,51,14,37,3,"COONATRA",2
3783,"STX145",2013,51,14,37,3,"COONATRA",2
3784,"STX153",2013,50,15,35,3,"COONATRA",2
3785,"STX167",2013,51,14,37,3,"COONATRA",2
3786,"TKB407",1983,66,5,61,3,"COONATRA",2
3788,"TPL666",2000,41,12,29,3,"COONATRA",2
3791,"TPQ816",2005,40,12,28,3,"COONATRA",2
3792,"TPR127",2005,44,14,30,3,"COONATRA",2
3794,"TPR822",2005,46,14,32,3,"COONATRA",2
3795,"TPS687",2006,43,13,30,3,"COONATRA",2
3796,"TPS834",2006,40,12,28,3,"COONATRA",2
3797,"TPS835",2006,46,14,32,3,"COONATRA",2
3798,"TPS854",2006,40,12,28,3,"COONATRA",2
3799,"TPT232",2006,43,13,30,3,"COONATRA",2
3801,"TPT243",2006,40,12,28,3,"COONATRA",2
3802,"TPT262",2006,36,6,30,3,"COONATRA",2
3803,"TPT284",2006,43,13,30,3,"COONATRA",2
3804,"TPT487",2006,39,9,30,3,"COONATRA",2
3805,"TPU037",2006,43,13,30,3,"COONATRA",2
3806,"TPU133",2006,44,14,30,3,"COONATRA",2
3807,"TPU392",2006,43,13,30,3,"COONATRA",2
3808,"TPU523",2006,39,9,30,3,"COONATRA",2
3809,"TPU876",2006,42,12,30,3,"COONATRA",2
3810,"TPU905",2006,42,12,30,3,"COONATRA",2
3811,"TPV105",2006,43,13,30,3,"COONATRA",2
3812,"TPV282",2006,46,14,32,3,"COONATRA",2
3813,"TPV604",2006,44,14,30,3,"COONATRA",2
3814,"TPV769",2006,40,12,28,3,"COONATRA",2
3815,"TPV808",2007,50,18,32,3,"COONATRA",2
3817,"TPV887",2007,42,12,30,3,"COONATRA",2
3818,"TPV921",2007,40,12,28,3,"COONATRA",2
3819,"TPW037",2007,49,15,34,3,"COONATRA",2
3820,"TPW439",2007,50,19,31,3,"COONATRA",2
3821,"TPW497",2007,33,3,30,3,"COONATRA",2
3822,"TPW515",2007,36,6,30,3,"COONATRA",2
3824,"TPW569",2007,80,36,44,3,"COONATRA",2
3825,"TPW640",2006,48,17,31,3,"COONATRA",2
3826,"TPW918",2007,50,19,31,3,"COONATRA",2
3827,"TPW957",2007,49,15,34,3,"COONATRA",2
3828,"TPW982",2007,36,6,30,3,"COONATRA",2
3829,"TPW994",2007,42,12,30,3,"COONATRA",2
3830,"TPX033",2007,50,19,31,3,"COONATRA",2
3831,"TPX072",2007,49,15,34,3,"COONATRA",2
3833,"TPX278",2007,50,19,31,3,"COONATRA",2
3835,"TPX574",2007,44,14,30,3,"COONATRA",2
3836,"TPX618",2007,48,17,31,3,"COONATRA",2
3837,"TPX785",2007,50,19,31,3,"COONATRA",2
3838,"TPY124",2005,50,19,31,3,"COONATRA",2
3839,"TPY216",2007,50,19,31,3,"COONATRA",2
3840,"TPY246",2007,50,18,32,3,"COONATRA",2
3842,"TPY529",2007,43,13,30,3,"COONATRA",2
3843,"TPY542",2007,43,12,31,3,"COONATRA",2
3844,"TPY680",2007,47,17,30,3,"COONATRA",2
3846,"TPY879",2007,41,12,29,3,"COONATRA",2
3847,"TPY988",2007,43,12,31,3,"COONATRA",2
3848,"TPY989",2007,51,19,32,3,"COONATRA",2
3849,"TPZ163",2008,43,13,30,3,"COONATRA",2
3850,"TPZ206",2007,48,17,31,3,"COONATRA",2
3851,"TPZ215",2007,43,12,31,3,"COONATRA",2
3852,"TPZ282",2007,44,14,30,3,"COONATRA",2
3854,"TPZ431",2008,40,12,28,3,"COONATRA",2
3856,"TPZ694",2008,54,19,35,3,"COONATRA",2
3857,"TPZ725",2008,40,12,28,3,"COONATRA",2
3859,"TPZ781",2008,46,14,32,3,"COONATRA",2
3860,"TPZ806",2007,48,17,31,3,"COONATRA",2
3861,"TRD702",2003,40,11,29,3,"COONATRA",2
3862,"TSE005",2008,50,19,31,3,"COONATRA",2
3863,"TSE006",2008,50,19,31,3,"COONATRA",2
3864,"TSE007",2008,50,19,31,3,"COONATRA",2
3865,"TSE240",2008,43,13,30,3,"COONATRA",2
3866,"TSE313",2008,44,14,30,3,"COONATRA",2
3867,"TSE752",2008,43,13,30,3,"COONATRA",2
3868,"TSF016",2008,40,11,29,3,"COONATRA",2
3869,"TSF017",2008,55,19,36,3,"COONATRA",2
3870,"TSF103",2008,51,15,36,3,"COONATRA",2
3872,"TSF150",2008,46,15,31,3,"COONATRA",2
3873,"TSF151",2008,80,36,44,3,"COONATRA",2
3874,"TSG048",2008,40,12,28,3,"COONATRA",2
3875,"TSG060",2008,61,22,39,3,"COONATRA",2
3876,"TSG074",2009,46,15,31,3,"COONATRA",2
3877,"TSG076",2008,46,15,31,3,"COONATRA",2
3878,"TSG336",2009,49,18,31,3,"COONATRA",2
3879,"TSG422",2009,42,13,29,3,"COONATRA",2
3880,"TSG487",2009,40,12,28,3,"COONATRA",2
3881,"TSG589",2009,46,14,32,3,"COONATRA",2
3882,"TSG590",2008,40,12,28,3,"COONATRA",2
3883,"TSG779",2009,46,14,32,3,"COONATRA",2
3884,"TSG846",2009,46,14,32,3,"COONATRA",2
3885,"TSG993",2009,44,14,30,3,"COONATRA",2
3887,"TSH078",2009,50,18,32,3,"COONATRA",2
3888,"TSH090",2009,62,22,40,3,"COONATRA",2
3889,"TSH110",2008,61,22,39,3,"COONATRA",2
3890,"TSH111",2009,55,19,36,3,"COONATRA",2
3891,"TSH154",2009,41,12,29,3,"COONATRA",2
3893,"TSH467",2009,40,12,28,3,"COONATRA",2
3894,"TSH531",2009,42,13,29,3,"COONATRA",2
3895,"TSH633",2009,61,22,39,3,"COONATRA",2
3896,"TSH635",2009,49,18,31,3,"COONATRA",2
3897,"TSH655",2009,84,40,44,3,"COONATRA",2
3898,"TSH732",2009,41,12,29,3,"COONATRA",2
3899,"TSH834",2009,41,12,29,3,"COONATRA",2
3900,"TSH959",2009,40,12,28,3,"COONATRA",2
3901,"TSH967",2009,55,16,39,3,"COONATRA",2
3902,"TSH997",2009,61,22,39,3,"COONATRA",2
3903,"TSH998",2009,61,22,39,3,"COONATRA",2
3904,"TSI166",2009,47,15,32,3,"COONATRA",2
3905,"TSI299",2009,51,18,33,3,"COONATRA",2
3906,"TSI338",2009,51,15,36,3,"COONATRA",2
3907,"TSI383",2009,61,22,39,3,"COONATRA",2
3908,"TSI464",2009,51,18,33,3,"COONATRA",2
3909,"TSI477",2009,46,15,31,3,"COONATRA",2
3910,"TSI487",2009,43,13,30,3,"COONATRA",2
3911,"TSI513",2009,40,12,28,3,"COONATRA",2
3912,"TSI648",2009,42,13,29,3,"COONATRA",2
3913,"TSI655",2009,41,12,29,3,"COONATRA",2
3914,"TSI822",2009,46,14,32,3,"COONATRA",2
3915,"TSI824",2009,49,18,31,3,"COONATRA",2
3916,"TSI839",2009,51,18,33,3,"COONATRA",2
3917,"TSJ011",2008,43,13,30,3,"COONATRA",2
3918,"TSJ034",2010,42,13,29,3,"COONATRA",2
3919,"TSJ052",2010,46,15,31,3,"COONATRA",2
3920,"TSJ096",2010,43,13,30,3,"COONATRA",2
3921,"TSJ222",2010,49,18,31,3,"COONATRA",2
3922,"TSJ316",2009,47,15,32,3,"COONATRA",2
3923,"TSJ804",2010,55,19,36,3,"COONATRA",2
3924,"TSJ866",2010,46,15,31,3,"COONATRA",2
3925,"TSJ996",2009,40,11,29,3,"COONATRA",2
3926,"TSK009",2009,47,15,32,3,"COONATRA",2
3927,"TSK120",2010,55,19,36,3,"COONATRA",2
3928,"TSK162",2009,47,15,32,3,"COONATRA",2
3929,"TSK269",2010,46,15,31,3,"COONATRA",2
3930,"TSK444",2010,50,19,31,3,"COONATRA",2
3931,"TSK488",2010,50,19,31,3,"COONATRA",2
3932,"TSK610",2010,51,15,36,3,"COONATRA",2
3933,"TSK624",2010,51,15,36,3,"COONATRA",2
3934,"TSK859",2010,42,12,30,3,"COONATRA",2
3935,"TSK860",2010,42,12,30,3,"COONATRA",2
