"IDVEHICULO","PLACAVEHICULO","MODELO","CAPPASAJEROS","CAPPASAJEROSPIE","CAPPASAJEROSSENTADOS","IDEMPRESA","NOMBRES","IDENTIDADOPERA"
3112,"TPS759",2005,50,19,31,38,"FLOTA LA ""V"" S.A.",2
3113,"TPT020",2006,41,12,29,38,"FLOTA LA ""V"" S.A.",2
3114,"TPT132",2006,41,12,29,38,"FLOTA LA ""V"" S.A.",2
3115,"TPT250",2006,41,12,29,38,"FLOTA LA ""V"" S.A.",2
3116,"TPT310",2005,19,0,19,38,"FLOTA LA ""V"" S.A.",2
3117,"TPT866",2006,43,13,30,38,"FLOTA LA ""V"" S.A.",2
3118,"TPT886",2006,43,13,30,38,"FLOTA LA ""V"" S.A.",2
3119,"TPU070",2006,43,13,30,38,"FLOTA LA ""V"" S.A.",2
3120,"TPU386",2006,43,13,30,38,"FLOTA LA ""V"" S.A.",2
3121,"TPU566",2006,43,13,30,38,"FLOTA LA ""V"" S.A.",2
3122,"TPU567",2006,43,13,30,38,"FLOTA LA ""V"" S.A.",2
3123,"TPU731",2006,43,13,30,38,"FLOTA LA ""V"" S.A.",2
3124,"TPV080",2006,41,12,29,38,"FLOTA LA ""V"" S.A.",2
3125,"TPV433",2007,43,13,30,38,"FLOTA LA ""V"" S.A.",2
3126,"TPV672",2007,43,13,30,38,"FLOTA LA ""V"" S.A.",2
3127,"TPV739",2007,41,12,29,38,"FLOTA LA ""V"" S.A.",2
3128,"TPW381",2007,41,12,29,38,"FLOTA LA ""V"" S.A.",2
3129,"TPW533",2007,41,12,29,38,"FLOTA LA ""V"" S.A.",2
3130,"TPX635",2007,43,13,30,38,"FLOTA LA ""V"" S.A.",2
3131,"TPY171",2007,43,13,30,38,"FLOTA LA ""V"" S.A.",2
3132,"TPY305",2007,43,13,30,38,"FLOTA LA ""V"" S.A.",2
3133,"TPY762",2007,43,13,30,38,"FLOTA LA ""V"" S.A.",2
3134,"TPZ489",2008,43,13,30,38,"FLOTA LA ""V"" S.A.",2
3135,"TRD536",2003,41,12,29,38,"FLOTA LA ""V"" S.A.",2
3136,"TRD875",2004,41,12,29,38,"FLOTA LA ""V"" S.A.",2
3137,"TSE298",2008,49,18,31,38,"FLOTA LA ""V"" S.A.",2
3138,"TSF024",2008,40,12,28,38,"FLOTA LA ""V"" S.A.",2
3139,"TSF037",2008,41,12,29,38,"FLOTA LA ""V"" S.A.",2
3140,"TSF067",2008,19,0,19,38,"FLOTA LA ""V"" S.A.",2
3141,"TSF132",2008,19,0,19,38,"FLOTA LA ""V"" S.A.",2
3142,"TSF647",2008,19,0,19,38,"FLOTA LA ""V"" S.A.",2
3143,"TSF862",2009,43,13,30,38,"FLOTA LA ""V"" S.A.",2
3144,"TSG047",2008,19,0,19,38,"FLOTA LA ""V"" S.A.",2
3145,"TSG528",2009,43,13,30,38,"FLOTA LA ""V"" S.A.",2
3146,"TSG618",2009,19,0,19,38,"FLOTA LA ""V"" S.A.",2
3147,"TSG854",2009,49,18,31,38,"FLOTA LA ""V"" S.A.",2
3148,"TSH798",2009,55,19,36,38,"FLOTA LA ""V"" S.A.",2
3149,"TSJ313",2010,41,12,29,38,"FLOTA LA ""V"" S.A.",2
3150,"TSJ850",2009,19,0,19,38,"FLOTA LA ""V"" S.A.",2
3151,"TSJ880",2010,19,0,19,38,"FLOTA LA ""V"" S.A.",2
3152,"TSJ881",2009,19,0,19,38,"FLOTA LA ""V"" S.A.",2
3153,"TSJ882",2009,19,0,19,38,"FLOTA LA ""V"" S.A.",2
3155,"TSK763",2009,42,12,30,38,"FLOTA LA ""V"" S.A.",2
3156,"TSK813",2009,19,0,19,38,"FLOTA LA ""V"" S.A.",2
3157,"TSZ935",2014,19,0,19,38,"FLOTA LA ""V"" S.A.",2
3158,"UQU368",2005,19,0,19,38,"FLOTA LA ""V"" S.A.",2
3161,"WTM229",2005,43,13,30,38,"FLOTA LA ""V"" S.A.",2
3206,"TSZ915",2014,19,0,19,30,"COOTRANSMALLAT",2
3207,"TSZ916",2014,19,0,19,30,"COOTRANSMALLAT",2
3208,"TSZ917",2014,19,0,19,30,"COOTRANSMALLAT",2
3212,"TSZ942",2014,19,0,19,30,"COOTRANSMALLAT",2
3213,"TTM378",2014,19,0,19,30,"COOTRANSMALLAT",2
3214,"TTM379",2014,19,0,19,30,"COOTRANSMALLAT",2
3215,"TTM389",2014,19,0,19,30,"COOTRANSMALLAT",2
3216,"TTM403",2014,19,0,19,30,"COOTRANSMALLAT",2
3222,"WDX869",2015,19,0,19,30,"COOTRANSMALLAT",2
3223,"WDY071",2015,19,0,19,30,"COOTRANSMALLAT",2
3224,"WDY671",2015,19,0,19,30,"COOTRANSMALLAT",2
3225,"WDY674",2015,19,0,19,30,"COOTRANSMALLAT",2
3226,"WDY676",2015,19,0,19,30,"COOTRANSMALLAT",2
3227,"WDY678",2015,19,0,19,30,"COOTRANSMALLAT",2
3228,"WDY999",2015,19,0,19,30,"COOTRANSMALLAT",2
3229,"WMQ242",2017,30,11,19,30,"COOTRANSMALLAT",2
3392,"TPL147",2000,50,10,40,18,"CONDUCCIONES AMERICA",2
3396,"TPL402",2000,19,0,19,18,"CONDUCCIONES AMERICA",2
3399,"TPM097",2000,63,23,40,18,"CONDUCCIONES AMERICA",2
3400,"TPM249",2001,38,6,32,18,"CONDUCCIONES AMERICA",2
3402,"TPO168",2003,19,0,19,18,"CONDUCCIONES AMERICA",2
3403,"TPO210",2003,19,0,19,18,"CONDUCCIONES AMERICA",2
3404,"TPO528",2003,19,0,19,18,"CONDUCCIONES AMERICA",2
3406,"TPO885",2004,46,14,32,18,"CONDUCCIONES AMERICA",2
3407,"TPP329",2004,19,0,19,18,"CONDUCCIONES AMERICA",2
3410,"TPP739",2004,40,12,28,18,"CONDUCCIONES AMERICA",2
3411,"TPP871",2004,41,12,29,18,"CONDUCCIONES AMERICA",2
3412,"TPQ026",2004,19,0,19,18,"CONDUCCIONES AMERICA",2
3413,"TPQ095",2004,41,12,29,18,"CONDUCCIONES AMERICA",2
3414,"TPQ331",2004,19,0,19,18,"CONDUCCIONES AMERICA",2
3415,"TPQ407",2004,40,12,28,18,"CONDUCCIONES AMERICA",2
3416,"TPQ451",2004,40,12,28,18,"CONDUCCIONES AMERICA",2
3417,"TPQ559",2005,19,0,19,18,"CONDUCCIONES AMERICA",2
3418,"TPQ928",2005,40,12,28,18,"CONDUCCIONES AMERICA",2
3420,"TPR388",2005,46,14,32,18,"CONDUCCIONES AMERICA",2
3421,"TPR573",2005,40,12,28,18,"CONDUCCIONES AMERICA",2
3422,"TPR651",2005,47,18,29,18,"CONDUCCIONES AMERICA",2
3423,"TPR972",2005,19,0,19,18,"CONDUCCIONES AMERICA",2
3424,"TPS067",2005,42,12,30,18,"CONDUCCIONES AMERICA",2
3425,"TPS493",2005,36,6,30,18,"CONDUCCIONES AMERICA",2
3426,"TPS678",2005,46,14,32,18,"CONDUCCIONES AMERICA",2
3427,"TPS679",2005,46,14,32,18,"CONDUCCIONES AMERICA",2
3428,"TPS688",2005,50,19,31,18,"CONDUCCIONES AMERICA",2
3429,"TPS869",2006,36,6,30,18,"CONDUCCIONES AMERICA",2
3430,"TPT317",2006,40,12,28,18,"CONDUCCIONES AMERICA",2
3433,"TPU045",2006,42,12,30,18,"CONDUCCIONES AMERICA",2
3434,"TPU364",2006,30,4,26,18,"CONDUCCIONES AMERICA",2
3435,"TPU433",2006,50,18,32,18,"CONDUCCIONES AMERICA",2
3436,"TPU501",2006,50,18,32,18,"CONDUCCIONES AMERICA",2
3437,"TPU973",2006,46,14,32,18,"CONDUCCIONES AMERICA",2
3438,"TPV064",2006,41,12,29,18,"CONDUCCIONES AMERICA",2
3439,"TPV110",2006,49,15,34,18,"CONDUCCIONES AMERICA",2
3440,"TPV189",2006,43,13,30,18,"CONDUCCIONES AMERICA",2
3441,"TPV236",2006,44,14,30,18,"CONDUCCIONES AMERICA",2
3442,"TPV265",2005,19,0,19,18,"CONDUCCIONES AMERICA",2
3443,"TPV286",2006,49,15,34,18,"CONDUCCIONES AMERICA",2
3444,"TPV354",2007,43,13,30,18,"CONDUCCIONES AMERICA",2
3445,"TPV390",2007,43,13,30,18,"CONDUCCIONES AMERICA",2
3446,"TPV447",2006,30,5,25,18,"CONDUCCIONES AMERICA",2
3447,"TPV473",2006,19,0,19,18,"CONDUCCIONES AMERICA",2
3448,"TPV602",2006,49,15,34,18,"CONDUCCIONES AMERICA",2
3449,"TPV622",2006,50,19,31,18,"CONDUCCIONES AMERICA",2
3450,"TPV662",2006,19,0,19,18,"CONDUCCIONES AMERICA",2
3451,"TPV852",2007,44,14,30,18,"CONDUCCIONES AMERICA",2
3452,"TPV870",2006,43,13,30,18,"CONDUCCIONES AMERICA",2
3453,"TPV891",2007,40,12,28,18,"CONDUCCIONES AMERICA",2
3454,"TPV907",2007,30,4,26,18,"CONDUCCIONES AMERICA",2
3455,"TPV960",2007,40,12,28,18,"CONDUCCIONES AMERICA",2
3456,"TPW138",2006,46,14,32,18,"CONDUCCIONES AMERICA",2
3457,"TPW259",2006,46,15,31,18,"CONDUCCIONES AMERICA",2
3458,"TPW440",2007,44,14,30,18,"CONDUCCIONES AMERICA",2
3459,"TPW922",2007,19,0,19,18,"CONDUCCIONES AMERICA",2
3460,"TPX281",2006,46,15,31,18,"CONDUCCIONES AMERICA",2
3461,"TPX499",2007,43,13,30,18,"CONDUCCIONES AMERICA",2
3462,"TPX500",2007,43,13,30,18,"CONDUCCIONES AMERICA",2
3463,"TPX521",2007,19,0,19,18,"CONDUCCIONES AMERICA",2
3464,"TPX547",2006,43,13,30,18,"CONDUCCIONES AMERICA",2
3465,"TPX548",2006,43,13,30,18,"CONDUCCIONES AMERICA",2
3466,"TPX549",2007,44,14,30,18,"CONDUCCIONES AMERICA",2
3467,"TPX608",2007,48,17,31,18,"CONDUCCIONES AMERICA",2
3468,"TPX856",2007,43,13,30,18,"CONDUCCIONES AMERICA",2
3469,"TPY122",2007,44,14,30,18,"CONDUCCIONES AMERICA",2
3470,"TPY145",2007,19,0,19,18,"CONDUCCIONES AMERICA",2
3471,"TPY322",2007,51,16,35,18,"CONDUCCIONES AMERICA",2
3472,"TPY510",2007,50,19,31,18,"CONDUCCIONES AMERICA",2
3473,"TPY692",2007,46,15,31,18,"CONDUCCIONES AMERICA",2
3474,"TPY693",2007,46,15,31,18,"CONDUCCIONES AMERICA",2
3475,"TPY730",2007,50,18,32,18,"CONDUCCIONES AMERICA",2
3476,"TPY789",2007,43,13,30,18,"CONDUCCIONES AMERICA",2
3477,"TPY809",2007,50,18,32,18,"CONDUCCIONES AMERICA",2
3478,"TPZ003",2007,46,15,31,18,"CONDUCCIONES AMERICA",2
3479,"TPZ052",2007,46,15,31,18,"CONDUCCIONES AMERICA",2
3480,"TPZ286",2008,43,13,30,18,"CONDUCCIONES AMERICA",2
3481,"TPZ370",2008,43,13,30,18,"CONDUCCIONES AMERICA",2
3482,"TPZ586",2008,44,14,30,18,"CONDUCCIONES AMERICA",2
3483,"TPZ587",2008,44,14,30,18,"CONDUCCIONES AMERICA",2
3484,"TPZ588",2008,77,35,42,18,"CONDUCCIONES AMERICA",2
3485,"TPZ647",2007,44,14,30,18,"CONDUCCIONES AMERICA",2
3486,"TPZ650",2008,43,13,30,18,"CONDUCCIONES AMERICA",2
3487,"TPZ809",2007,19,0,19,18,"CONDUCCIONES AMERICA",2
3488,"TPZ948",2007,19,0,19,18,"CONDUCCIONES AMERICA",2
3489,"TRD187",2001,40,12,28,18,"CONDUCCIONES AMERICA",2
3490,"TRD546",2003,41,12,29,18,"CONDUCCIONES AMERICA",2
3491,"TRD560",2003,41,12,29,18,"CONDUCCIONES AMERICA",2
3492,"TRD718",2003,41,12,29,18,"CONDUCCIONES AMERICA",2
3493,"TRD771",2003,41,12,29,18,"CONDUCCIONES AMERICA",2
3494,"TRD939",2004,41,12,29,18,"CONDUCCIONES AMERICA",2
3495,"TRE076",2004,41,12,29,18,"CONDUCCIONES AMERICA",2
3496,"TRE082",2004,41,12,29,18,"CONDUCCIONES AMERICA",2
3497,"TRE171",2005,49,18,31,18,"CONDUCCIONES AMERICA",2
3498,"TRG516",2010,19,0,19,18,"CONDUCCIONES AMERICA",2
3499,"TSE128",2008,44,14,30,18,"CONDUCCIONES AMERICA",2
3500,"TSE129",2008,44,14,30,18,"CONDUCCIONES AMERICA",2
3501,"TSE131",2008,19,0,19,18,"CONDUCCIONES AMERICA",2
3502,"TSE149",2008,48,17,31,18,"CONDUCCIONES AMERICA",2
3503,"TSE204",2007,19,0,19,18,"CONDUCCIONES AMERICA",2
3504,"TSE282",2007,43,12,31,18,"CONDUCCIONES AMERICA",2
3505,"TSE384",2007,19,0,19,18,"CONDUCCIONES AMERICA",2
3506,"TSE789",2008,19,0,19,18,"CONDUCCIONES AMERICA",2
3507,"TSE843",2008,36,2,34,18,"CONDUCCIONES AMERICA",2
3508,"TSF118",2008,54,18,36,18,"CONDUCCIONES AMERICA",2
3509,"TSF147",2008,46,14,32,18,"CONDUCCIONES AMERICA",2
3510,"TSF284",2008,44,14,30,18,"CONDUCCIONES AMERICA",2
3512,"TSF999",2009,43,13,30,18,"CONDUCCIONES AMERICA",2
3513,"TSG000",2008,43,12,31,18,"CONDUCCIONES AMERICA",2
3514,"TSG128",2008,40,12,28,18,"CONDUCCIONES AMERICA",2
3515,"TSG140",2008,43,12,31,18,"CONDUCCIONES AMERICA",2
3516,"TSG141",2008,43,12,31,18,"CONDUCCIONES AMERICA",2
3517,"TSG168",2008,19,0,19,18,"CONDUCCIONES AMERICA",2
3518,"TSG274",2008,19,0,19,18,"CONDUCCIONES AMERICA",2
3520,"TSG929",2009,19,0,19,18,"CONDUCCIONES AMERICA",2
3521,"TSH195",2009,19,0,19,18,"CONDUCCIONES AMERICA",2
3522,"TSH299",2009,19,0,19,18,"CONDUCCIONES AMERICA",2
3523,"TSH515",2009,40,12,28,18,"CONDUCCIONES AMERICA",2
3524,"TSH596",2009,57,21,36,18,"CONDUCCIONES AMERICA",2
3525,"TSH654",2008,40,12,28,18,"CONDUCCIONES AMERICA",2
3526,"TSH726",2009,62,22,40,18,"CONDUCCIONES AMERICA",2
3527,"TSH836",2009,40,12,28,18,"CONDUCCIONES AMERICA",2
3528,"TSH847",2009,19,0,19,18,"CONDUCCIONES AMERICA",2
3529,"TSH970",2009,41,12,29,18,"CONDUCCIONES AMERICA",2
3530,"TSI047",2008,40,12,28,18,"CONDUCCIONES AMERICA",2
3531,"TSI253",2009,40,12,28,18,"CONDUCCIONES AMERICA",2
3532,"TSI330",2009,43,13,30,18,"CONDUCCIONES AMERICA",2
3533,"TSI431",2009,19,0,19,18,"CONDUCCIONES AMERICA",2
3534,"TSI433",2008,40,12,28,18,"CONDUCCIONES AMERICA",2
3535,"TSI703",2009,19,0,19,18,"CONDUCCIONES AMERICA",2
3536,"TSI763",2009,57,21,36,18,"CONDUCCIONES AMERICA",2
3537,"TSI810",2009,40,12,28,18,"CONDUCCIONES AMERICA",2
3538,"TSI811",2009,40,12,28,18,"CONDUCCIONES AMERICA",2
3539,"TSJ162",2010,40,12,28,18,"CONDUCCIONES AMERICA",2
3540,"TSJ187",2010,40,12,28,18,"CONDUCCIONES AMERICA",2
3541,"TSJ216",2010,41,12,29,18,"CONDUCCIONES AMERICA",2
3542,"TSJ238",2010,30,4,26,18,"CONDUCCIONES AMERICA",2
3543,"TSJ451",2009,55,19,36,18,"CONDUCCIONES AMERICA",2
3544,"TSJ586",2009,55,19,36,18,"CONDUCCIONES AMERICA",2
3545,"TSJ587",2009,55,19,36,18,"CONDUCCIONES AMERICA",2
3546,"TSJ588",2010,19,0,19,18,"CONDUCCIONES AMERICA",2
3547,"TSJ619",2010,51,18,33,18,"CONDUCCIONES AMERICA",2
3548,"TSJ642",2010,48,17,31,18,"CONDUCCIONES AMERICA",2
3549,"TSJ699",2010,19,0,19,18,"CONDUCCIONES AMERICA",2
3550,"TSK525",2010,42,12,30,18,"CONDUCCIONES AMERICA",2
3551,"TSK540",2008,40,9,31,18,"CONDUCCIONES AMERICA",2
3552,"TSK609",2010,19,0,19,18,"CONDUCCIONES AMERICA",2
3553,"TSK785",2010,40,9,31,18,"CONDUCCIONES AMERICA",2
3554,"TSY697",2013,19,0,19,18,"CONDUCCIONES AMERICA",2
3555,"TSY711",2013,51,14,37,18,"CONDUCCIONES AMERICA",2
3556,"TSY778",2013,50,15,35,18,"CONDUCCIONES AMERICA",2
3557,"TSY798",2013,51,14,37,18,"CONDUCCIONES AMERICA",2
3558,"TSZ099",2013,50,15,35,18,"CONDUCCIONES AMERICA",2
3559,"TTM371",2014,19,0,19,18,"CONDUCCIONES AMERICA",2
3560,"TTM970",2014,19,0,19,18,"CONDUCCIONES AMERICA",2
3562,"TTN335",2014,19,0,19,18,"CONDUCCIONES AMERICA",2
3563,"UYO384",2002,50,18,32,18,"CONDUCCIONES AMERICA",2
3564,"WDW829",2014,19,0,19,18,"CONDUCCIONES AMERICA",2
3565,"WDW834",2014,50,19,31,18,"CONDUCCIONES AMERICA",2
3566,"WDW835",2014,50,19,31,18,"CONDUCCIONES AMERICA",2
3567,"WDX760",2015,44,11,33,18,"CONDUCCIONES AMERICA",2
3568,"WDX908",2015,44,11,33,18,"CONDUCCIONES AMERICA",2
3569,"WDY069",2015,44,11,33,18,"CONDUCCIONES AMERICA",2
3570,"WHH800",2000,45,15,30,18,"CONDUCCIONES AMERICA",2
3571,"WHI173",2001,41,12,29,18,"CONDUCCIONES AMERICA",2
3572,"WHI229",2001,41,12,29,18,"CONDUCCIONES AMERICA",2
3573,"WMO547",2016,19,0,19,18,"CONDUCCIONES AMERICA",2
3574,"WMO929",2016,19,0,19,18,"CONDUCCIONES AMERICA",2
3575,"WND476",1990,59,25,34,18,"CONDUCCIONES AMERICA",2
4082,"EQR993",2017,46,22,24,17,"COMBUSES",2
4083,"EQR997",2017,45,17,28,17,"COMBUSES",2
4084,"EQS021",2018,45,17,28,17,"COMBUSES",2
4085,"EQS050",2018,44,20,24,17,"COMBUSES",2
4086,"EQS219",2018,45,17,28,17,"COMBUSES",2
4087,"EQS584",2017,46,22,24,17,"COMBUSES",2
4088,"EQS665",2017,44,19,25,17,"COMBUSES",2
4089,"EQS724",2017,45,17,28,17,"COMBUSES",2
4090,"EQT149",2015,40,16,24,17,"COMBUSES",2
4092,"SMT664",2010,40,16,24,17,"COMBUSES",1
4093,"SMT831",2011,40,16,24,17,"COMBUSES",1
4094,"SMT896",2010,40,16,24,17,"COMBUSES",1
4095,"SMU568",2011,40,16,24,17,"COMBUSES",1
4096,"SMV021",2010,42,12,30,17,"COMBUSES",2
4097,"SMV802",2011,40,16,24,17,"COMBUSES",1
4098,"STV611",2012,40,16,24,17,"COMBUSES",1
4099,"STV612",2012,40,16,24,17,"COMBUSES",1
4100,"STV698",2012,55,20,35,17,"COMBUSES",2
4101,"STW602",2013,51,18,33,17,"COMBUSES",2
4102,"STW894",2013,51,14,37,17,"COMBUSES",2
4103,"TPQ539",2005,41,12,29,17,"COMBUSES",2
4106,"TPU250",2006,30,5,25,17,"COMBUSES",2
4107,"TPU379",2006,30,5,25,17,"COMBUSES",2
4108,"TPU783",2006,40,16,24,17,"COMBUSES",1
4109,"TPU952",2006,30,5,25,17,"COMBUSES",2
4110,"TPV293",2006,30,5,25,17,"COMBUSES",2
4111,"TPV338",2006,40,16,24,17,"COMBUSES",1
4112,"TPV865",2007,40,16,24,17,"COMBUSES",1
4113,"TPW145",2007,37,10,27,17,"COMBUSES",2
4114,"TPW147",2007,40,16,24,17,"COMBUSES",1
4116,"TPW632",2007,40,16,24,17,"COMBUSES",1
4119,"TPX565",2007,30,5,25,17,"COMBUSES",2
4120,"TPY306",2007,37,10,27,17,"COMBUSES",2
4121,"TPY461",2007,30,5,25,17,"COMBUSES",2
4122,"TPZ712",2008,40,16,24,17,"COMBUSES",1
4126,"TSE193",2008,42,12,30,17,"COMBUSES",2
4127,"TSE545",2008,30,5,25,17,"COMBUSES",2
4128,"TSE553",2008,40,16,24,17,"COMBUSES",1
4129,"TSE769",2008,30,5,25,17,"COMBUSES",2
4130,"TSE779",2008,40,16,24,17,"COMBUSES",1
4131,"TSF144",2008,30,5,25,17,"COMBUSES",2
4133,"TSG527",2009,40,16,24,17,"COMBUSES",1
4134,"TSG556",2009,44,14,30,17,"COMBUSES",2
4135,"TSG893",2009,40,16,24,17,"COMBUSES",1
4136,"TSH271",2009,40,16,24,17,"COMBUSES",1
4137,"TSH519",2009,40,16,24,17,"COMBUSES",1
4138,"TSI021",2009,32,6,26,17,"COMBUSES",2
4139,"TSI022",2009,32,6,26,17,"COMBUSES",2
4140,"TSI191",2009,40,16,24,17,"COMBUSES",1
4141,"TSI641",2009,40,16,24,17,"COMBUSES",1
4142,"TSI732",2009,40,16,24,17,"COMBUSES",1
4143,"TSI855",2009,40,16,24,17,"COMBUSES",1
4144,"TSI900",2009,30,5,25,17,"COMBUSES",2
4145,"TSI918",2009,30,5,25,17,"COMBUSES",2
4146,"TSJ401",2010,40,16,24,17,"COMBUSES",1
4147,"TSJ560",2009,30,5,25,17,"COMBUSES",2
4149,"TSK523",2009,42,12,30,17,"COMBUSES",2
4150,"TSY641",2013,51,14,37,17,"COMBUSES",2
4151,"TSY725",2013,51,18,33,17,"COMBUSES",2
4152,"TSY794",2013,51,14,37,17,"COMBUSES",2
4153,"TSY870",2013,51,14,37,17,"COMBUSES",2
4154,"WDX404",2014,40,16,24,17,"COMBUSES",1
4268,"TAH588",1976,61,25,36,36,"EXPRESO CAMPO VALDES",2
4274,"TPL123",1999,19,0,19,36,"EXPRESO CAMPO VALDES",2
4275,"TPL311",2000,19,0,19,36,"EXPRESO CAMPO VALDES",2
4276,"TPL572",2000,19,0,19,36,"EXPRESO CAMPO VALDES",2
4277,"TPL617",2000,19,0,19,36,"EXPRESO CAMPO VALDES",2
4278,"TPL810",2000,19,0,19,36,"EXPRESO CAMPO VALDES",2
4280,"TPM057",2000,19,0,19,36,"EXPRESO CAMPO VALDES",2
4281,"TPM175",2001,19,0,19,36,"EXPRESO CAMPO VALDES",2
4287,"TPN479",2003,19,0,19,36,"EXPRESO CAMPO VALDES",2
4288,"TPN919",2003,19,0,19,36,"EXPRESO CAMPO VALDES",2
4290,"TPQ250",2004,19,0,19,36,"EXPRESO CAMPO VALDES",2
4291,"TPQ344",2004,19,0,19,36,"EXPRESO CAMPO VALDES",2
4293,"TPR090",2004,19,0,19,36,"EXPRESO CAMPO VALDES",2
4294,"TPR243",2005,19,0,19,36,"EXPRESO CAMPO VALDES",2
4300,"TPX125",2006,19,0,19,36,"EXPRESO CAMPO VALDES",2
4302,"TRD807",2004,19,0,19,36,"EXPRESO CAMPO VALDES",2
4303,"TSG697",2008,19,0,19,36,"EXPRESO CAMPO VALDES",2
4304,"TSH839",2009,19,0,19,36,"EXPRESO CAMPO VALDES",2
4305,"TSI378",2009,19,0,19,36,"EXPRESO CAMPO VALDES",2
4307,"TSJ295",2010,19,0,19,36,"EXPRESO CAMPO VALDES",2
4308,"TSJ315",2009,19,0,19,36,"EXPRESO CAMPO VALDES",2
4309,"TSK400",2010,19,0,19,36,"EXPRESO CAMPO VALDES",2
4310,"WDY262",2015,19,0,19,36,"EXPRESO CAMPO VALDES",2
5009,"SMT750",2011,19,0,19,22,"COOPCERQUIN",2
5011,"TPP680",2004,19,0,19,22,"COOPCERQUIN",2
5019,"TPS760",2006,19,0,19,22,"COOPCERQUIN",2
5020,"TPS819",2005,19,0,19,22,"COOPCERQUIN",2
5021,"TPS846",2005,19,0,19,22,"COOPCERQUIN",2
5022,"TPT608",2005,19,0,19,22,"COOPCERQUIN",2
5023,"TPT730",2006,19,0,19,22,"COOPCERQUIN",2
5025,"TPU013",2005,19,0,19,22,"COOPCERQUIN",2
5026,"TPU398",2005,19,0,19,22,"COOPCERQUIN",2
5028,"TPU690",2005,19,0,19,22,"COOPCERQUIN",2
5032,"TPU883",2006,19,0,19,22,"COOPCERQUIN",2
5034,"TPX808",2007,19,0,19,22,"COOPCERQUIN",2
2249,"SMT671",2009,46,16,30,46,"TRANSPORTES MEDELLIN CASTILLA",2
2250,"SMT762",2009,46,16,30,46,"TRANSPORTES MEDELLIN CASTILLA",2
2251,"SMT781",2009,46,16,30,46,"TRANSPORTES MEDELLIN CASTILLA",2
2252,"SMT894",2010,48,19,29,46,"TRANSPORTES MEDELLIN CASTILLA",1
2254,"SMU129",2011,46,15,31,46,"TRANSPORTES MEDELLIN CASTILLA",2
2255,"SMU303",2011,47,15,32,46,"TRANSPORTES MEDELLIN CASTILLA",2
2256,"SMU358",2011,50,18,32,46,"TRANSPORTES MEDELLIN CASTILLA",2
2257,"SMU440",2011,58,23,35,46,"TRANSPORTES MEDELLIN CASTILLA",1
2258,"SMU497",2011,47,15,32,46,"TRANSPORTES MEDELLIN CASTILLA",2
2259,"SMU628",2010,48,19,29,46,"TRANSPORTES MEDELLIN CASTILLA",1
2260,"SMU629",2011,50,18,32,46,"TRANSPORTES MEDELLIN CASTILLA",2
2263,"SMU785",2011,46,15,31,46,"TRANSPORTES MEDELLIN CASTILLA",2
2265,"SMU859",2011,47,15,32,46,"TRANSPORTES MEDELLIN CASTILLA",2
2266,"SMV154",2011,50,19,31,46,"TRANSPORTES MEDELLIN CASTILLA",2
2267,"SMV235",2011,45,15,30,46,"TRANSPORTES MEDELLIN CASTILLA",2
2268,"SMV236",2011,45,15,30,46,"TRANSPORTES MEDELLIN CASTILLA",2
2270,"SMV454",2011,52,35,17,46,"TRANSPORTES MEDELLIN CASTILLA",2
2271,"SMV455",2011,52,35,17,46,"TRANSPORTES MEDELLIN CASTILLA",2
2272,"SMV498",2011,47,15,32,46,"TRANSPORTES MEDELLIN CASTILLA",2
2273,"SMV590",2011,47,15,32,46,"TRANSPORTES MEDELLIN CASTILLA",2
2274,"SMV733",2010,54,22,32,46,"TRANSPORTES MEDELLIN CASTILLA",1
2275,"SMV765",2011,51,20,31,46,"TRANSPORTES MEDELLIN CASTILLA",1
2276,"SMV779",2010,39,16,23,46,"TRANSPORTES MEDELLIN CASTILLA",1
2278,"SMV863",2011,48,16,32,46,"TRANSPORTES MEDELLIN CASTILLA",2
2279,"SMV894",2011,51,16,35,46,"TRANSPORTES MEDELLIN CASTILLA",2
2280,"SMV896",2011,51,16,35,46,"TRANSPORTES MEDELLIN CASTILLA",2
2281,"SMV897",2011,51,16,35,46,"TRANSPORTES MEDELLIN CASTILLA",2
2282,"SMV898",2011,51,16,35,46,"TRANSPORTES MEDELLIN CASTILLA",2
2283,"SMV899",2011,51,16,35,46,"TRANSPORTES MEDELLIN CASTILLA",2
2284,"SMX480",2011,54,22,32,46,"TRANSPORTES MEDELLIN CASTILLA",1
2285,"STV124",2012,54,22,32,46,"TRANSPORTES MEDELLIN CASTILLA",1
2286,"STV239",2011,64,27,37,46,"TRANSPORTES MEDELLIN CASTILLA",2
2287,"STV556",2012,54,22,32,46,"TRANSPORTES MEDELLIN CASTILLA",1
2288,"STV574",2012,51,14,37,46,"TRANSPORTES MEDELLIN CASTILLA",2
2289,"STV651",2012,56,20,36,46,"TRANSPORTES MEDELLIN CASTILLA",2
2290,"STW064",2012,56,22,34,46,"TRANSPORTES MEDELLIN CASTILLA",1
2292,"STW300",2012,56,22,34,46,"TRANSPORTES MEDELLIN CASTILLA",1
2293,"STW311",2012,54,19,35,46,"TRANSPORTES MEDELLIN CASTILLA",2
2294,"STW312",2012,54,19,35,46,"TRANSPORTES MEDELLIN CASTILLA",2
2295,"STW431",2012,51,14,37,46,"TRANSPORTES MEDELLIN CASTILLA",2
2296,"STW589",2012,54,19,35,46,"TRANSPORTES MEDELLIN CASTILLA",2
